"","PSID","Gene","Module"
"GGT5","GGT5","GGT5","grey"
"MYPOP","MYPOP","MYPOP","grey"
"LYZL4","LYZL4","LYZL4","grey"
"PLEK","PLEK","PLEK","yellow"
"UBB","UBB","UBB","grey"
"MAPK12","MAPK12","MAPK12","grey"
"ZNF438","ZNF438","ZNF438","grey"
"PRRC1","PRRC1","PRRC1","grey"
"RGL3","RGL3","RGL3","grey"
"IL12A","IL12A","IL12A","grey"
"SOD3","SOD3","SOD3","grey"
"PLLP","PLLP","PLLP","turquoise"
"SLC10A7","SLC10A7","SLC10A7","grey"
"SFRP1","SFRP1","SFRP1","grey"
"SLC8B1","SLC8B1","SLC8B1","grey"
"FCGRT","FCGRT","FCGRT","grey"
"NFKBIL1","NFKBIL1","NFKBIL1","black"
"SOX13","SOX13","SOX13","grey"
"CERKL","CERKL","CERKL","grey"
"RAD9B","RAD9B","RAD9B","grey"
"RHOG","RHOG","RHOG","magenta"
"BCAS1","BCAS1","BCAS1","magenta"
"CCDC34","CCDC34","CCDC34","grey"
"JAK3","JAK3","JAK3","grey"
"LAPTM5","LAPTM5","LAPTM5","yellow"
"KDELC1","KDELC1","KDELC1","grey"
"DOCK8","DOCK8","DOCK8","grey"
"PPCS","PPCS","PPCS","grey"
"GALM","GALM","GALM","grey"
"DDAH2","DDAH2","DDAH2","turquoise"
"SMIM1","SMIM1","SMIM1","magenta"
"LTC4S","LTC4S","LTC4S","grey"
"YBX2","YBX2","YBX2","grey"
"IQCK","IQCK","IQCK","grey"
"FAM129C","FAM129C","FAM129C","grey"
"CYP27A1","CYP27A1","CYP27A1","magenta"
"GAS1","GAS1","GAS1","grey"
"FREM2","FREM2","FREM2","grey"
"DMC1","DMC1","DMC1","grey"
"TRIM47","TRIM47","TRIM47","grey"
"PPIF","PPIF","PPIF","grey"
"CRY1","CRY1","CRY1","grey"
"PRIMPOL","PRIMPOL","PRIMPOL","grey"
"SLC27A2","SLC27A2","SLC27A2","grey"
"TFAP4","TFAP4","TFAP4","grey"
"CPXM1","CPXM1","CPXM1","grey"
"PPP1R14B","PPP1R14B","PPP1R14B","grey"
"CDC42EP1","CDC42EP1","CDC42EP1","grey"
"RN7SL73P","RN7SL73P","RN7SL73P","grey"
"SLC2A9","SLC2A9","SLC2A9","greenyellow"
"CABLES1","CABLES1","CABLES1","grey"
"DNHD1","DNHD1","DNHD1","grey"
"PLEKHH3","PLEKHH3","PLEKHH3","grey"
"PCDH11X","PCDH11X","PCDH11X","grey"
"PCDH11Y","PCDH11Y","PCDH11Y","grey"
"PON3","PON3","PON3","grey"
"SYTL3","SYTL3","SYTL3","grey"
"LRRC56","LRRC56","LRRC56","grey"
"TNS2","TNS2","TNS2","black"
"SUPT3H","SUPT3H","SUPT3H","pink"
"ELOVL7","ELOVL7","ELOVL7","turquoise"
"COL27A1","COL27A1","COL27A1","grey"
"TMEM215","TMEM215","TMEM215","grey"
"AMPD3","AMPD3","AMPD3","grey"
"PROS1","PROS1","PROS1","yellow"
"ENPP2","ENPP2","ENPP2","grey"
"WNT7A","WNT7A","WNT7A","grey"
"HMGA1","HMGA1","HMGA1","grey"
"FAM98C","FAM98C","FAM98C","grey"
"CFAP100","CFAP100","CFAP100","grey"
"SLC16A6","SLC16A6","SLC16A6","grey"
"NTF3","NTF3","NTF3","grey"
"FOSL2","FOSL2","FOSL2","green"
"GSTM1","GSTM1","GSTM1","grey"
"DTX3L","DTX3L","DTX3L","grey"
"JRK","JRK","JRK","grey"
"PLCD3","PLCD3","PLCD3","blue"
"EIF2AK2","EIF2AK2","EIF2AK2","yellow"
"LRRC27","LRRC27","LRRC27","grey"
"LINGO3","LINGO3","LINGO3","grey"
"TM4SF1","TM4SF1","TM4SF1","grey"
"ELOVL1","ELOVL1","ELOVL1","turquoise"
"COL20A1","COL20A1","COL20A1","grey"
"SUSD5","SUSD5","SUSD5","grey"
"FGF18","FGF18","FGF18","grey"
"GINS3","GINS3","GINS3","grey"
"CALCRL","CALCRL","CALCRL","grey"
"NT5DC1","NT5DC1","NT5DC1","grey"
"SULT2B1","SULT2B1","SULT2B1","grey"
"POU2F1","POU2F1","POU2F1","grey"
"CMC1","CMC1","CMC1","grey"
"AKAP12","AKAP12","AKAP12","black"
"VANGL1","VANGL1","VANGL1","grey"
"LCP1","LCP1","LCP1","grey"
"NCKAP1L","NCKAP1L","NCKAP1L","grey"
"LRCH3","LRCH3","LRCH3","brown"
"GFRA2","GFRA2","GFRA2","grey"
"SPSB3","SPSB3","SPSB3","grey"
"ST3GAL1","ST3GAL1","ST3GAL1","blue"
"CHEK2","CHEK2","CHEK2","grey"
"OGFOD3","OGFOD3","OGFOD3","grey"
"HTR7","HTR7","HTR7","green"
"TRMT112","TRMT112","TRMT112","tan"
"ERBIN","ERBIN","ERBIN","magenta"
"FZD7","FZD7","FZD7","grey"
"PPP3CC","PPP3CC","PPP3CC","grey"
"CENPT","CENPT","CENPT","grey"
"PDGFD","PDGFD","PDGFD","grey"
"NAIF1","NAIF1","NAIF1","grey"
"PPP1R3D","PPP1R3D","PPP1R3D","grey"
"ZNF845","ZNF845","ZNF845","grey"
"SERINC2","SERINC2","SERINC2","grey"
"PAFAH1B3","PAFAH1B3","PAFAH1B3","grey"
"MRPS18B","MRPS18B","MRPS18B","grey"
"SLC16A10","SLC16A10","SLC16A10","grey"
"ELMO3","ELMO3","ELMO3","grey"
"LDHD","LDHD","LDHD","grey"
"LINGO2","LINGO2","LINGO2","pink"
"TLL1","TLL1","TLL1","grey"
"MYRFL","MYRFL","MYRFL","grey"
"ZBED9","ZBED9","ZBED9","grey"
"NINL","NINL","NINL","grey"
"CD93","CD93","CD93","turquoise"
"WDR76","WDR76","WDR76","grey"
"POLR2K","POLR2K","POLR2K","purple"
"MAFB","MAFB","MAFB","grey"
"TMEM119","TMEM119","TMEM119","yellow"
"SPRY1","SPRY1","SPRY1","grey"
"ANAPC13","ANAPC13","ANAPC13","purple"
"CALR3","CALR3","CALR3","grey"
"PGM5","PGM5","PGM5","grey"
"YY1AP1","YY1AP1","YY1AP1","grey"
"GON4L","GON4L","GON4L","grey"
"NADSYN1","NADSYN1","NADSYN1","grey"
"MRPS28","MRPS28","MRPS28","grey"
"USHBP1","USHBP1","USHBP1","grey"
"CHST9","CHST9","CHST9","grey"
"BLVRB","BLVRB","BLVRB","grey"
"ARHGAP24","ARHGAP24","ARHGAP24","grey"
"ZNF853","ZNF853","ZNF853","grey"
"PRKG1","PRKG1","PRKG1","pink"
"MRGPRE","MRGPRE","MRGPRE","grey"
"FGF10","FGF10","FGF10","grey"
"SLC12A4","SLC12A4","SLC12A4","grey"
"PRXL2C","PRXL2C","PRXL2C","grey"
"RHOC","RHOC","RHOC","grey"
"MPC1","MPC1","MPC1","grey"
"GREM1","GREM1","GREM1","grey"
"DHRS4L2","DHRS4L2","DHRS4L2","grey"
"DHRS4","DHRS4","DHRS4","grey"
"SVOPL","SVOPL","SVOPL","grey"
"NUDT17","NUDT17","NUDT17","grey"
"HELLS","HELLS","HELLS","grey"
"FXYD6","FXYD6","FXYD6","green"
"TRMO","TRMO","TRMO","grey"
"EFNB2","EFNB2","EFNB2","green"
"MCF2","MCF2","MCF2","grey"
"LAMA5","LAMA5","LAMA5","grey"
"RPS27L","RPS27L","RPS27L","grey"
"CD55","CD55","CD55","grey"
"KLF8","KLF8","KLF8","grey"
"PER1","PER1","PER1","salmon"
"CERCAM","CERCAM","CERCAM","grey"
"ZNF423","ZNF423","ZNF423","grey"
"CYYR1","CYYR1","CYYR1","grey"
"NDUFAF6","NDUFAF6","NDUFAF6","grey"
"TMEM132C","TMEM132C","TMEM132C","grey"
"GPRIN3","GPRIN3","GPRIN3","grey"
"ZNF747","ZNF747","ZNF747","grey"
"ZNF764","ZNF764","ZNF764","grey"
"HTR1B","HTR1B","HTR1B","grey"
"IRF1","IRF1","IRF1","grey"
"NFIL3","NFIL3","NFIL3","grey"
"ATP5MD","ATP5MD","ATP5MD","purple"
"ALDH16A1","ALDH16A1","ALDH16A1","grey"
"HEY2","HEY2","HEY2","grey"
"NINJ1","NINJ1","NINJ1","grey"
"BCAR3","BCAR3","BCAR3","grey"
"ENO4","ENO4","ENO4","grey"
"FANCB","FANCB","FANCB","grey"
"EGFLAM","EGFLAM","EGFLAM","grey"
"ZNF628","ZNF628","ZNF628","grey"
"GTF3C5","GTF3C5","GTF3C5","grey"
"B3GAT2","B3GAT2","B3GAT2","grey"
"DPYSL5","DPYSL5","DPYSL5","grey"
"MICAL1","MICAL1","MICAL1","grey"
"RASGRP2","RASGRP2","RASGRP2","grey"
"KBTBD8","KBTBD8","KBTBD8","grey"
"FAM228B","FAM228B","FAM228B","grey60"
"C4orf47","C4orf47","C4orf47","grey"
"IL17RC","IL17RC","IL17RC","grey"
"TIFA","TIFA","TIFA","grey"
"ETFBKMT","ETFBKMT","ETFBKMT","grey"
"HIVEP1","HIVEP1","HIVEP1","blue"
"PLEKHG1","PLEKHG1","PLEKHG1","turquoise"
"CCNE2","CCNE2","CCNE2","grey"
"EPOR","EPOR","EPOR","grey"
"HAP1","HAP1","HAP1","green"
"XRCC2","XRCC2","XRCC2","grey"
"DUSP6","DUSP6","DUSP6","salmon"
"C20orf96","C20orf96","C20orf96","grey"
"TMEM170A","TMEM170A","TMEM170A","grey"
"TRPT1","TRPT1","TRPT1","grey"
"POLD1","POLD1","POLD1","grey"
"VWA3B","VWA3B","VWA3B","grey"
"DZANK1","DZANK1","DZANK1","grey"
"CABYR","CABYR","CABYR","blue"
"TTC33","TTC33","TTC33","grey"
"ZNF483","ZNF483","ZNF483","brown"
"ABCB1","ABCB1","ABCB1","grey"
"RRAS","RRAS","RRAS","grey"
"JPT2","JPT2","JPT2","grey"
"PLXNA1","PLXNA1","PLXNA1","brown"
"RAI2","RAI2","RAI2","grey"
"COL5A2","COL5A2","COL5A2","grey"
"PIH1D2","PIH1D2","PIH1D2","grey"
"SLC26A6","SLC26A6","SLC26A6","turquoise"
"SYDE2","SYDE2","SYDE2","grey"
"OR1F1","OR1F1","OR1F1","grey"
"CA7","CA7","CA7","grey"
"C3orf33","C3orf33","C3orf33","grey"
"ALMS1","ALMS1","ALMS1","brown"
"CTXN2","CTXN2","CTXN2","grey"
"YBEY","YBEY","YBEY","grey"
"CRTAP","CRTAP","CRTAP","grey"
"SERTAD4","SERTAD4","SERTAD4","greenyellow"
"ERICH1","ERICH1","ERICH1","grey"
"DNAH1","DNAH1","DNAH1","grey"
"TEKT5","TEKT5","TEKT5","grey"
"TUFT1","TUFT1","TUFT1","grey"
"XKR8","XKR8","XKR8","grey"
"POLH","POLH","POLH","grey"
"ANKRD34B","ANKRD34B","ANKRD34B","grey"
"DNASE2","DNASE2","DNASE2","grey"
"ELOA3B","ELOA3B","ELOA3B","grey"
"ELOA3","ELOA3","ELOA3","grey"
"ELOA3C","ELOA3C","ELOA3C","grey"
"ELOA2","ELOA2","ELOA2","grey"
"ELOA3D","ELOA3D","ELOA3D","grey"
"NEMP1","NEMP1","NEMP1","grey"
"CFAP70","CFAP70","CFAP70","grey"
"APLN","APLN","APLN","blue"
"TPK1","TPK1","TPK1","grey"
"HAUS8","HAUS8","HAUS8","grey"
"SPIDR","SPIDR","SPIDR","grey"
"TOE1","TOE1","TOE1","grey"
"PHLDA3","PHLDA3","PHLDA3","turquoise"
"NRDE2","NRDE2","NRDE2","greenyellow"
"ZNF354A","ZNF354A","ZNF354A","grey"
"DRD5","DRD5","DRD5","grey"
"REST","REST","REST","grey"
"SFT2D3","SFT2D3","SFT2D3","grey"
"THOC6","THOC6","THOC6","grey"
"MEF2A","MEF2A","MEF2A","grey"
"SEMA5A","SEMA5A","SEMA5A","greenyellow"
"TMEM88B","TMEM88B","TMEM88B","magenta"
"PAX6","PAX6","PAX6","grey"
"CDH24","CDH24","CDH24","turquoise"
"ZSCAN2","ZSCAN2","ZSCAN2","grey"
"SFI1","SFI1","SFI1","yellow"
"GLIS3","GLIS3","GLIS3","pink"
"SHISA2","SHISA2","SHISA2","grey"
"CPT2","CPT2","CPT2","grey"
"CDCA4","CDCA4","CDCA4","grey"
"WDPCP","WDPCP","WDPCP","grey"
"ERH","ERH","ERH","grey"
"SLC25A24","SLC25A24","SLC25A24","grey"
"SP2","SP2","SP2","grey"
"XRCC6","XRCC6","XRCC6","grey"
"CMTM8","CMTM8","CMTM8","grey"
"FGF14","FGF14","FGF14","pink"
"RFX2","RFX2","RFX2","grey"
"MEX3D","MEX3D","MEX3D","salmon"
"DACH1","DACH1","DACH1","grey"
"ITPRIPL2","ITPRIPL2","ITPRIPL2","grey"
"FXYD1","FXYD1","FXYD1","grey"
"BICRAL","BICRAL","BICRAL","grey"
"POLQ","POLQ","POLQ","grey"
"UBAP1L","UBAP1L","UBAP1L","grey"
"SPATA1","SPATA1","SPATA1","grey"
"NDNF","NDNF","NDNF","red"
"MED11","MED11","MED11","grey"
"HRH2","HRH2","HRH2","grey"
"SHE","SHE","SHE","grey"
"C16orf46","C16orf46","C16orf46","grey"
"PLOD1","PLOD1","PLOD1","turquoise"
"C7orf50","C7orf50","C7orf50","grey"
"B4GALT1","B4GALT1","B4GALT1","turquoise"
"DAPP1","DAPP1","DAPP1","grey"
"ATP2A3","ATP2A3","ATP2A3","grey"
"SARDH","SARDH","SARDH","grey"
"OTUD1","OTUD1","OTUD1","grey"
"GLI2","GLI2","GLI2","grey"
"RASIP1","RASIP1","RASIP1","grey"
"KANK4","KANK4","KANK4","grey"
"RGS9","RGS9","RGS9","grey"
"TSEN54","TSEN54","TSEN54","grey"
"SPATS1","SPATS1","SPATS1","grey"
"PKMYT1","PKMYT1","PKMYT1","grey"
"RNF113A","RNF113A","RNF113A","grey"
"FPGS","FPGS","FPGS","grey"
"MAP3K20","MAP3K20","MAP3K20","grey"
"RAB13","RAB13","RAB13","grey"
"SMCHD1","SMCHD1","SMCHD1","brown"
"GPHN","GPHN","GPHN","grey"
"SPAG5","SPAG5","SPAG5","grey"
"PSTPIP2","PSTPIP2","PSTPIP2","magenta"
"MORN2","MORN2","MORN2","grey"
"TNXB","TNXB","TNXB","grey"
"FZD1","FZD1","FZD1","grey"
"AMOTL2","AMOTL2","AMOTL2","grey"
"RABGAP1","RABGAP1","RABGAP1","brown"
"TPRN","TPRN","TPRN","turquoise"
"CCDC184","CCDC184","CCDC184","blue"
"DCTD","DCTD","DCTD","grey"
"CDH5","CDH5","CDH5","grey"
"CSF2RA","CSF2RA","CSF2RA","grey"
"DDR1","DDR1","DDR1","turquoise"
"DEPTOR","DEPTOR","DEPTOR","blue"
"TMEM150A","TMEM150A","TMEM150A","grey"
"C21orf91","C21orf91","C21orf91","grey"
"TINF2","TINF2","TINF2","grey"
"ADAMTS9","ADAMTS9","ADAMTS9","grey"
"TET1","TET1","TET1","turquoise"
"RASGRP3","RASGRP3","RASGRP3","magenta"
"RAB24","RAB24","RAB24","grey"
"CEP41","CEP41","CEP41","grey"
"GALNT3","GALNT3","GALNT3","grey"
"DPYD","DPYD","DPYD","grey"
"RPP40","RPP40","RPP40","grey"
"HS3ST1","HS3ST1","HS3ST1","grey"
"STK26","STK26","STK26","grey"
"FBXO16","FBXO16","FBXO16","grey"
"DEDD","DEDD","DEDD","grey"
"TRIP10","TRIP10","TRIP10","grey"
"TACC3","TACC3","TACC3","grey"
"PHLDB2","PHLDB2","PHLDB2","black"
"RPUSD3","RPUSD3","RPUSD3","grey"
"TRIM17","TRIM17","TRIM17","grey"
"TMTC4","TMTC4","TMTC4","grey"
"CDH20","CDH20","CDH20","blue"
"METRNL","METRNL","METRNL","grey"
"BAG3","BAG3","BAG3","grey"
"GP1BB","GP1BB","GP1BB","grey"
"SLC35F2","SLC35F2","SLC35F2","grey"
"UQCC3","UQCC3","UQCC3","purple"
"SPAG16","SPAG16","SPAG16","grey"
"TIA1","TIA1","TIA1","grey60"
"ZNF395","ZNF395","ZNF395","grey"
"KCNJ16","KCNJ16","KCNJ16","green"
"LSM2","LSM2","LSM2","grey"
"MRM1","MRM1","MRM1","blue"
"ZKSCAN2","ZKSCAN2","ZKSCAN2","grey"
"CPNE5","CPNE5","CPNE5","grey"
"PUS7L","PUS7L","PUS7L","grey"
"SLC29A4","SLC29A4","SLC29A4","greenyellow"
"DRAM1","DRAM1","DRAM1","grey"
"ADAMTS17","ADAMTS17","ADAMTS17","grey"
"MAD1L1","MAD1L1","MAD1L1","grey"
"COQ10B","COQ10B","COQ10B","salmon"
"HYKK","HYKK","HYKK","grey"
"IL15RA","IL15RA","IL15RA","grey"
"EMX1","EMX1","EMX1","grey"
"PLSCR4","PLSCR4","PLSCR4","grey"
"TEX22","TEX22","TEX22","grey"
"SLCO1A2","SLCO1A2","SLCO1A2","grey"
"MAP3K14","MAP3K14","MAP3K14","grey"
"POU2F2","POU2F2","POU2F2","pink"
"DCHS1","DCHS1","DCHS1","grey"
"NR6A1","NR6A1","NR6A1","grey"
"NEPRO","NEPRO","NEPRO","grey"
"PSRC1","PSRC1","PSRC1","grey"
"NRG3","NRG3","NRG3","pink"
"RPL12","RPL12","RPL12","tan"
"PRKAG1","PRKAG1","PRKAG1","grey"
"GPR176","GPR176","GPR176","grey"
"GFPT2","GFPT2","GFPT2","grey"
"MSX1","MSX1","MSX1","turquoise"
"AKNA","AKNA","AKNA","grey"
"FRS3","FRS3","FRS3","grey"
"STRN","STRN","STRN","turquoise"
"PCGF1","PCGF1","PCGF1","grey"
"SAMD4A","SAMD4A","SAMD4A","grey"
"GRAMD1C","GRAMD1C","GRAMD1C","grey"
"FRMD3","FRMD3","FRMD3","grey"
"ZNF691","ZNF691","ZNF691","grey"
"CLEC11A","CLEC11A","CLEC11A","grey"
"H6PD","H6PD","H6PD","grey"
"ADGRL4","ADGRL4","ADGRL4","grey"
"PAWR","PAWR","PAWR","grey"
"CCDC65","CCDC65","CCDC65","grey"
"PRRG2","PRRG2","PRRG2","grey"
"NMNAT1","NMNAT1","NMNAT1","lightcyan"
"FXN","FXN","FXN","grey"
"C1QTNF12","C1QTNF12","C1QTNF12","grey"
"GREB1L","GREB1L","GREB1L","grey"
"PRADC1","PRADC1","PRADC1","grey"
"NCKAP5L","NCKAP5L","NCKAP5L","grey"
"TOMM7","TOMM7","TOMM7","purple"
"MPZL3","MPZL3","MPZL3","grey"
"CARD19","CARD19","CARD19","turquoise"
"RYR1","RYR1","RYR1","greenyellow"
"NEK3","NEK3","NEK3","grey"
"ZMYM1","ZMYM1","ZMYM1","grey"
"AOC2","AOC2","AOC2","grey"
"NPR3","NPR3","NPR3","green"
"TENM2","TENM2","TENM2","pink"
"GRIN2D","GRIN2D","GRIN2D","grey"
"PMS2","PMS2","PMS2","grey"
"HTR5A","HTR5A","HTR5A","blue"
"ZNF703","ZNF703","ZNF703","grey"
"C12orf75","C12orf75","C12orf75","grey"
"GABRA3","GABRA3","GABRA3","blue"
"PLK3","PLK3","PLK3","turquoise"
"TIE1","TIE1","TIE1","grey"
"BVES","BVES","BVES","grey"
"ASAP2","ASAP2","ASAP2","brown"
"KLHDC7A","KLHDC7A","KLHDC7A","brown"
"RCCD1","RCCD1","RCCD1","grey"
"DCC","DCC","DCC","pink"
"PAOX","PAOX","PAOX","grey"
"HAPLN1","HAPLN1","HAPLN1","turquoise"
"SGCD","SGCD","SGCD","pink"
"TMEM177","TMEM177","TMEM177","grey"
"UNC93B1","UNC93B1","UNC93B1","yellow"
"RPS21","RPS21","RPS21","purple"
"OAF","OAF","OAF","grey"
"ENG","ENG","ENG","grey"
"AIFM2","AIFM2","AIFM2","grey"
"FAM43B","FAM43B","FAM43B","grey"
"CNTN6","CNTN6","CNTN6","green"
"C9orf3","C9orf3","C9orf3","pink"
"AS3MT","AS3MT","AS3MT","grey"
"IDI1","IDI1","IDI1","grey"
"IGFBP2","IGFBP2","IGFBP2","grey"
"CSGALNACT1","CSGALNACT1","CSGALNACT1","grey"
"ANKRD9","ANKRD9","ANKRD9","grey"
"SYNGR4","SYNGR4","SYNGR4","grey"
"PSMG4","PSMG4","PSMG4","grey"
"MED31","MED31","MED31","grey"
"SPSB1","SPSB1","SPSB1","grey"
"ZSCAN25","ZSCAN25","ZSCAN25","grey"
"CLN6","CLN6","CLN6","grey"
"ALKBH7","ALKBH7","ALKBH7","grey"
"AOX1","AOX1","AOX1","grey"
"KANK3","KANK3","KANK3","turquoise"
"TP53INP1","TP53INP1","TP53INP1","grey"
"ESYT1","ESYT1","ESYT1","grey"
"MARCKSL1","MARCKSL1","MARCKSL1","turquoise"
"HMGN5","HMGN5","HMGN5","grey"
"RHPN2","RHPN2","RHPN2","grey"
"HIPK2","HIPK2","HIPK2","brown"
"ARL5B","ARL5B","ARL5B","salmon"
"CYP4F2","CYP4F2","CYP4F2","grey"
"SPATA24","SPATA24","SPATA24","grey"
"CMTR2","CMTR2","CMTR2","grey"
"NCKAP5","NCKAP5","NCKAP5","grey"
"HECTD2","HECTD2","HECTD2","greenyellow"
"SCUBE3","SCUBE3","SCUBE3","grey"
"STEAP3","STEAP3","STEAP3","grey"
"MBD4","MBD4","MBD4","grey"
"ZNF213","ZNF213","ZNF213","grey"
"TRMT10C","TRMT10C","TRMT10C","grey"
"PRSS23","PRSS23","PRSS23","grey"
"HTATIP2","HTATIP2","HTATIP2","grey"
"LTBR","LTBR","LTBR","grey"
"PARVB","PARVB","PARVB","turquoise"
"IGF1","IGF1","IGF1","grey"
"MTTP","MTTP","MTTP","grey"
"WTIP","WTIP","WTIP","grey"
"GRID2","GRID2","GRID2","pink"
"THSD1","THSD1","THSD1","grey"
"GRAMD2A","GRAMD2A","GRAMD2A","grey"
"STAT6","STAT6","STAT6","grey"
"ABCB4","ABCB4","ABCB4","grey"
"SHKBP1","SHKBP1","SHKBP1","yellow"
"ACVRL1","ACVRL1","ACVRL1","grey"
"PLIN3","PLIN3","PLIN3","grey"
"MYOF","MYOF","MYOF","grey"
"FAM163A","FAM163A","FAM163A","grey"
"DUSP10","DUSP10","DUSP10","grey"
"CDC42BPG","CDC42BPG","CDC42BPG","grey"
"ACKR3","ACKR3","ACKR3","grey"
"RNF144B","RNF144B","RNF144B","blue"
"CEP76","CEP76","CEP76","grey"
"ASTE1","ASTE1","ASTE1","grey"
"ITGB3BP","ITGB3BP","ITGB3BP","grey"
"MAP7","MAP7","MAP7","grey60"
"CIRBP","CIRBP","CIRBP","grey"
"GPATCH3","GPATCH3","GPATCH3","grey"
"ARHGEF19","ARHGEF19","ARHGEF19","grey"
"C22orf39","C22orf39","C22orf39","grey"
"ZNF174","ZNF174","ZNF174","grey"
"VPS37B","VPS37B","VPS37B","greenyellow"
"SLC22A14","SLC22A14","SLC22A14","grey"
"CDK20","CDK20","CDK20","grey"
"ALPK1","ALPK1","ALPK1","grey"
"TUBA1B","TUBA1B","TUBA1B","tan"
"TMEM44","TMEM44","TMEM44","blue"
"SNRNP35","SNRNP35","SNRNP35","grey"
"PRKCQ","PRKCQ","PRKCQ","turquoise"
"FYCO1","FYCO1","FYCO1","brown"
"PLPPR1","PLPPR1","PLPPR1","grey"
"RPH3AL","RPH3AL","RPH3AL","greenyellow"
"VWA3A","VWA3A","VWA3A","grey"
"ONECUT2","ONECUT2","ONECUT2","grey60"
"EPHX2","EPHX2","EPHX2","grey"
"TCAIM","TCAIM","TCAIM","grey"
"HBP1","HBP1","HBP1","brown"
"MKS1","MKS1","MKS1","grey"
"BAG4","BAG4","BAG4","grey"
"USB1","USB1","USB1","grey"
"CIB2","CIB2","CIB2","grey"
"GUCY1A1","GUCY1A1","GUCY1A1","blue"
"NEDD1","NEDD1","NEDD1","grey"
"HKDC1","HKDC1","HKDC1","grey"
"CHCHD5","CHCHD5","CHCHD5","grey"
"TMEM97","TMEM97","TMEM97","grey"
"NME6","NME6","NME6","grey"
"BEX2","BEX2","BEX2","purple"
"KIF27","KIF27","KIF27","grey"
"LOXL3","LOXL3","LOXL3","grey"
"CA10","CA10","CA10","blue"
"MSL1","MSL1","MSL1","grey"
"PXDC1","PXDC1","PXDC1","grey"
"FANCD2","FANCD2","FANCD2","grey"
"LRGUK","LRGUK","LRGUK","red"
"STK36","STK36","STK36","grey"
"ARHGEF15","ARHGEF15","ARHGEF15","grey"
"SPRY4","SPRY4","SPRY4","grey"
"PVR","PVR","PVR","grey"
"HSPA12B","HSPA12B","HSPA12B","grey"
"ITGB1BP2","ITGB1BP2","ITGB1BP2","grey"
"MT3","MT3","MT3","purple"
"LENG8","LENG8","LENG8","grey60"
"SQOR","SQOR","SQOR","grey"
"CAPN3","CAPN3","CAPN3","grey"
"SLC25A47","SLC25A47","SLC25A47","grey"
"L3MBTL1","L3MBTL1","L3MBTL1","grey"
"MDM1","MDM1","MDM1","grey"
"CYB561D2","CYB561D2","CYB561D2","grey"
"RIPK1","RIPK1","RIPK1","grey"
"NTNG1","NTNG1","NTNG1","blue"
"PLK4","PLK4","PLK4","grey"
"TRIM45","TRIM45","TRIM45","grey"
"FRMD8","FRMD8","FRMD8","magenta"
"PERM1","PERM1","PERM1","grey"
"N4BP3","N4BP3","N4BP3","grey"
"PNPLA3","PNPLA3","PNPLA3","grey"
"SWSAP1","SWSAP1","SWSAP1","grey"
"CAVIN3","CAVIN3","CAVIN3","grey"
"NEMP2","NEMP2","NEMP2","grey"
"EPHB4","EPHB4","EPHB4","grey"
"TNFAIP8L1","TNFAIP8L1","TNFAIP8L1","grey"
"NECAB3","NECAB3","NECAB3","blue"
"INF2","INF2","INF2","turquoise"
"NDST4","NDST4","NDST4","grey"
"MYO19","MYO19","MYO19","grey"
"CEBPA","CEBPA","CEBPA","magenta"
"C11orf80","C11orf80","C11orf80","grey"
"CDC25A","CDC25A","CDC25A","grey"
"MCM2","MCM2","MCM2","grey"
"IL17RD","IL17RD","IL17RD","grey"
"SEC61B","SEC61B","SEC61B","grey"
"SNX16","SNX16","SNX16","grey"
"NTHL1","NTHL1","NTHL1","grey"
"AKIP1","AKIP1","AKIP1","grey"
"SIRT2","SIRT2","SIRT2","turquoise"
"MYC","MYC","MYC","grey"
"CYP4X1","CYP4X1","CYP4X1","blue"
"C17orf80","C17orf80","C17orf80","grey"
"EXOSC3","EXOSC3","EXOSC3","grey"
"NABP2","NABP2","NABP2","grey"
"KCTD12","KCTD12","KCTD12","grey"
"PPIE","PPIE","PPIE","grey"
"MARVELD1","MARVELD1","MARVELD1","grey"
"CMC2","CMC2","CMC2","grey"
"ATM","ATM","ATM","brown"
"NWD2","NWD2","NWD2","blue"
"SRL","SRL","SRL","greenyellow"
"ZNF169","ZNF169","ZNF169","brown"
"KCNAB3","KCNAB3","KCNAB3","grey"
"PARD3B","PARD3B","PARD3B","grey"
"TRPM4","TRPM4","TRPM4","grey"
"HSPA5","HSPA5","HSPA5","grey"
"IL6R","IL6R","IL6R","grey"
"CA5B","CA5B","CA5B","grey"
"GTPBP6","GTPBP6","GTPBP6","grey"
"RELB","RELB","RELB","grey"
"ZNF850","ZNF850","ZNF850","grey"
"HTR2A","HTR2A","HTR2A","grey"
"SERPINB9","SERPINB9","SERPINB9","grey"
"STARD4","STARD4","STARD4","grey"
"LRP5","LRP5","LRP5","grey"
"LRP5L","LRP5L","LRP5L","grey"
"VWA5B2","VWA5B2","VWA5B2","blue"
"ST6GALNAC3","ST6GALNAC3","ST6GALNAC3","pink"
"GMPPB","GMPPB","GMPPB","grey"
"DET1","DET1","DET1","grey"
"LYSMD3","LYSMD3","LYSMD3","grey"
"DUSP14","DUSP14","DUSP14","grey"
"SVBP","SVBP","SVBP","grey"
"CIT","CIT","CIT","blue"
"RND3","RND3","RND3","grey"
"WNT2B","WNT2B","WNT2B","grey"
"ZCCHC10","ZCCHC10","ZCCHC10","grey"
"BTBD17","BTBD17","BTBD17","grey"
"TRPC6","TRPC6","TRPC6","grey"
