"","GeneL","modulesA1L"
"3528","UNC13D","HuAgeDis_00"
"3529","NME7","HuAgeDis_01"
"3530","ENAH","HuAgeDis_02"
"3531","ENPP1","HuAgeDis_00"
"3532","MEIS3P1","HuAgeDis_00"
"3533","FUT9","HuAgeDis_00"
"3534","SRPK2","HuAgeDis_01"
"3535","SIN3B","HuAgeDis_03"
"3536","TMEM14A","HuAgeDis_01"
"3537","SMARCA4","HuAgeDis_01"
"3538","DPP3","HuAgeDis_03"
"3539","TARS","HuAgeDis_10"
"3540","FAM70A","HuAgeDis_02"
"3541","ZNF165","HuAgeDis_00"
"3542","GOLPH3L","HuAgeDis_02"
"3543","ZNF618","HuAgeDis_00"
"3544","CAPS2","HuAgeDis_00"
"3545","TBC1D15","HuAgeDis_00"
"3546","ZFAND3","HuAgeDis_03"
"3547","SOX5","HuAgeDis_00"
"3548","GTPBP2","HuAgeDis_03"
"3549","CHCHD7","HuAgeDis_01"
"3550","ZNF268","HuAgeDis_00"
"3551","TRAPPC4","HuAgeDis_01"
"3552","FAM109A","HuAgeDis_03"
"3553","CROCC","HuAgeDis_03"
"3554","HMBS","HuAgeDis_00"
"3555","BZRAP1","HuAgeDis_06"
"3556","ELAC1","HuAgeDis_00"
"3557","EYA3","HuAgeDis_00"
"3558","FBXW5","HuAgeDis_00"
"3559","MAGEE1","HuAgeDis_01"
"3560","FAM5B","HuAgeDis_06"
"3561","GNA12","HuAgeDis_00"
"3562","XPR1","HuAgeDis_03"
"3563","USP51","HuAgeDis_00"
"3564","SH3YL1","HuAgeDis_00"
"3565","UBE2L3","HuAgeDis_03"
"3566","VSIG2","HuAgeDis_00"
"3567","DCX","HuAgeDis_01"
"3568","TXNL4A","HuAgeDis_01"
"3569","NOC4L","HuAgeDis_08"
"3570","ARHGEF1","HuAgeDis_03"
"3571","TFPT","HuAgeDis_09"
"3572","PKD1","HuAgeDis_03"
"3573","TMTC3","HuAgeDis_00"
"3574","ST8SIA1","HuAgeDis_00"
"3575","MPZL1","HuAgeDis_02"
"3576","ZNF626","HuAgeDis_00"
"3577","NICN1","HuAgeDis_06"
"3578","EML4","HuAgeDis_00"
"3579","DERA","HuAgeDis_02"
"3580","DRAP1","HuAgeDis_08"
"3581","CHL1","HuAgeDis_01"
"3582","DOCK11","HuAgeDis_07"
"3583","AKAP11","HuAgeDis_01"
"3584","HES4","HuAgeDis_01"
"3585","DCBLD1","HuAgeDis_00"
"3586","CSNK1E","HuAgeDis_00"
"3587","TMEM55A","HuAgeDis_01"
"3588","DMAP1","HuAgeDis_00"
"3589","CCDC85A","HuAgeDis_01"
"3590","RGS11","HuAgeDis_00"
"3591","ZNF471","HuAgeDis_00"
"3592","NOS3","HuAgeDis_00"
"3593","SLC6A8","HuAgeDis_05"
"3594","C11orf71","HuAgeDis_00"
"3595","RANGAP1","HuAgeDis_01"
"3596","THOC7","HuAgeDis_01"
"3597","PGBD5","HuAgeDis_01"
"3598","CA13","HuAgeDis_00"
"3599","TAZ","HuAgeDis_03"
"3600","BCL2L11","HuAgeDis_00"
"3601","IARS","HuAgeDis_01"
"3602","APOA1BP","HuAgeDis_06"
"3603","STAG1","HuAgeDis_02"
"3604","DCLRE1C","HuAgeDis_02"
"3605","SIRPA","HuAgeDis_00"
"3606","PEX7","HuAgeDis_01"
"3607","LIAS","HuAgeDis_01"
"3608","CTDSPL","HuAgeDis_03"
"3609","DVL1","HuAgeDis_04"
"3610","CLCN7","HuAgeDis_03"
"3611","NAPSB","HuAgeDis_00"
"3612","SURF2","HuAgeDis_06"
"3613","PGM1","HuAgeDis_00"
"3614","ZNF37A","HuAgeDis_00"
"3615","ZCRB1","HuAgeDis_00"
"3616","PILRA","HuAgeDis_07"
"3617","C11orf73","HuAgeDis_08"
"3618","GTF2IRD1","HuAgeDis_03"
"3619","ZZZ3","HuAgeDis_02"
"3620","WNT5A","HuAgeDis_00"
"3621","NUDT2","HuAgeDis_01"
"3622","MUM1","HuAgeDis_00"
"3623","CD164","HuAgeDis_11"
"3624","RDH5","HuAgeDis_05"
"3625","DDX28","HuAgeDis_01"
"3626","BBX","HuAgeDis_02"
"3627","ZFP64","HuAgeDis_06"
"3628","CKMT1A","HuAgeDis_01"
"3629","C14orf132","HuAgeDis_00"
"3630","EFEMP2","HuAgeDis_02"
"3631","DIDO1","HuAgeDis_00"
"3632","RPLP0","HuAgeDis_00"
"3633","METTL5","HuAgeDis_00"
"3634","PCMTD2","HuAgeDis_00"
"3635","GALNT11","HuAgeDis_01"
"3636","CYP51A1","HuAgeDis_00"
"3637","UBE2Z","HuAgeDis_08"
"3638","GABBR1","HuAgeDis_01"
"3639","NME4","HuAgeDis_03"
"3640","BRE","HuAgeDis_01"
"3641","ACSS2","HuAgeDis_03"
"3642","JOSD2","HuAgeDis_04"
"3643","HIST1H3E","HuAgeDis_03"
"3644","CKB","HuAgeDis_01"
"3645","GMFB","HuAgeDis_01"
"3646","CKLF","HuAgeDis_02"
"3647","KCNMB3","HuAgeDis_00"
"3648","TTC15","HuAgeDis_00"
"3649","TPM4","HuAgeDis_00"
"3650","LRRC40","HuAgeDis_01"
"3651","STARD13","HuAgeDis_00"
"3652","CASP2","HuAgeDis_00"
"3653","WWC2","HuAgeDis_00"
"3654","RUSC1","HuAgeDis_08"
"3655","TBC1D8","HuAgeDis_00"
"3656","INTS4","HuAgeDis_00"
"3657","PAG1","HuAgeDis_00"
"3658","MAN2A2","HuAgeDis_03"
"3659","AP3M1","HuAgeDis_02"
"3660","CPEB3","HuAgeDis_03"
"3661","ZBED1","HuAgeDis_00"
"3662","TLL2","HuAgeDis_00"
"3663","FMNL2","HuAgeDis_02"
"3664","MED11","HuAgeDis_00"
"3665","RPLP0P2","HuAgeDis_00"
"3666","ZNF565","HuAgeDis_00"
"3667","OCIAD1","HuAgeDis_01"
"3668","RPL10A","HuAgeDis_01"
"3669","PTPRCAP","HuAgeDis_00"
"3670","TM9SF1","HuAgeDis_05"
"3671","GARNL3","HuAgeDis_01"
"3672","ANKRD10","HuAgeDis_00"
"3673","PKIG","HuAgeDis_09"
"3674","RAB26","HuAgeDis_00"
"3675","RCC2","HuAgeDis_03"
"3676","ARNT2","HuAgeDis_01"
"3677","MLXIPL","HuAgeDis_00"
"3678","BTAF1","HuAgeDis_00"
"3679","SNX24","HuAgeDis_01"
"3680","ABHD10","HuAgeDis_01"
"3681","ITGAE","HuAgeDis_00"
"3682","PLEKHH3","HuAgeDis_03"
"3683","NUCB2","HuAgeDis_00"
"3684","WDFY2","HuAgeDis_05"
"3685","FUNDC1","HuAgeDis_00"
"3686","TBC1D24","HuAgeDis_01"
"3687","LACTB2","HuAgeDis_00"
"3688","CNTN1","HuAgeDis_01"
"3689","MAP4K5","HuAgeDis_00"
"3690","TRUB2","HuAgeDis_01"
"3691","PIK3CA","HuAgeDis_00"
"3692","CACNG2","HuAgeDis_00"
"3693","NIPSNAP3A","HuAgeDis_00"
"3694","CADPS","HuAgeDis_00"
"3695","FAM36A","HuAgeDis_00"
"3696","ZNF146","HuAgeDis_02"
"3697","RASSF3","HuAgeDis_00"
"3698","SCRN3","HuAgeDis_01"
"3699","RGN","HuAgeDis_00"
"3700","BTBD6","HuAgeDis_09"
"3701","ZNF554","HuAgeDis_01"
"3702","C18orf12","HuAgeDis_00"
"3703","PRR14","HuAgeDis_04"
"3704","CORO6","HuAgeDis_00"
"3705","ATP5J","HuAgeDis_01"
"3706","PAICS","HuAgeDis_00"
"3707","KHDRBS1","HuAgeDis_01"
"3708","ZNF319","HuAgeDis_03"
"3709","TERF1","HuAgeDis_01"
"3710","RPS21","HuAgeDis_00"
"3711","IMPDH1","HuAgeDis_05"
"3712","EPM2A","HuAgeDis_01"
"3713","C12orf24","HuAgeDis_01"
"3714","FAM59A","HuAgeDis_04"
"3715","C8orf42","HuAgeDis_00"
"3716","RAB3GAP1","HuAgeDis_01"
"3717","UBE2Q1","HuAgeDis_08"
"3718","HCN3","HuAgeDis_03"
"3719","MICAL3","HuAgeDis_00"
"3720","KATNAL1","HuAgeDis_01"
"3721","MYO1E","HuAgeDis_02"
"3722","NBL1","HuAgeDis_00"
"3723","ZNF17","HuAgeDis_00"
"3724","HDHD2","HuAgeDis_01"
"3725","ACIN1","HuAgeDis_03"
"3726","STK16","HuAgeDis_06"
"3727","RBMX","HuAgeDis_01"
"3728","POLR2C","HuAgeDis_04"
"3729","EXOC8","HuAgeDis_01"
"3730","NAGLU","HuAgeDis_02"
"3731","C3orf51","HuAgeDis_00"
"3732","SQSTM1","HuAgeDis_00"
"3733","SEC61A2","HuAgeDis_06"
"3734","FAIM","HuAgeDis_00"
"3735","TTF2","HuAgeDis_00"
"3736","PPAT","HuAgeDis_03"
"3737","LMLN","HuAgeDis_00"
"3738","PRSS2","HuAgeDis_01"
"3739","NIN","HuAgeDis_00"
"3740","NYX","HuAgeDis_00"
"3741","ZNF254","HuAgeDis_00"
"3742","KSR2","HuAgeDis_00"
"3743","NDUFA7","HuAgeDis_01"
"3744","FAM58A","HuAgeDis_00"
"3745","CPOX","HuAgeDis_00"
"3746","C9orf116","HuAgeDis_06"
"3747","SETDB2","HuAgeDis_03"
"3748","ATPAF1","HuAgeDis_01"
"3749","C17orf58","HuAgeDis_01"
"3750","C7orf36","HuAgeDis_00"
"3751","ZBTB38","HuAgeDis_03"
"3752","SLC20A2","HuAgeDis_00"
"3753","SRBD1","HuAgeDis_00"
"3754","NCAM2","HuAgeDis_01"
"3755","ALDOAP2","HuAgeDis_06"
"3756","MRPL19","HuAgeDis_00"
"3757","DZIP1","HuAgeDis_01"
"3758","CAMK2B","HuAgeDis_00"
"3759","ZNF317","HuAgeDis_04"
"3760","IVNS1ABP","HuAgeDis_00"
"3761","RAB9A","HuAgeDis_05"
"3762","AACS","HuAgeDis_06"
"3763","EEF1B2","HuAgeDis_00"
"3764","WDR74","HuAgeDis_00"
"3765","PLCL1","HuAgeDis_00"
"3766","AHI1","HuAgeDis_01"
"3767","MCM8","HuAgeDis_00"
"3768","RAB35","HuAgeDis_01"
"3769","BAZ2B","HuAgeDis_02"
"3770","TSPYL5","HuAgeDis_01"
"3771","STARD7","HuAgeDis_03"
"3772","TMEM50A","HuAgeDis_00"
"3773","TYK2","HuAgeDis_03"
"3774","AMPH","HuAgeDis_01"
"3775","NTRK3","HuAgeDis_00"
"3776","DYNLL2","HuAgeDis_06"
"3777","LRP3","HuAgeDis_00"
"3778","IQCD","HuAgeDis_00"
"3779","FAM100B","HuAgeDis_03"
"3780","CDK10","HuAgeDis_03"
"3781","FOXP2","HuAgeDis_00"
"3782","GPBP1L1","HuAgeDis_00"
"3783","INPP5F","HuAgeDis_01"
"3784","GPRASP2","HuAgeDis_01"
"3785","IFNA4","HuAgeDis_00"
"3786","MLL5","HuAgeDis_00"
"3787","SRRM1","HuAgeDis_00"
"3788","JAK2","HuAgeDis_00"
"3789","TXNDC9","HuAgeDis_01"
"3790","THRAP3","HuAgeDis_01"
"3791","CDK6","HuAgeDis_00"
"3792","LRCH1","HuAgeDis_01"
"3793","NUP37","HuAgeDis_00"
"3794","SUGT1","HuAgeDis_00"
"3795","SIRT1","HuAgeDis_02"
"3796","UTF1","HuAgeDis_00"
"3797","PCTP","HuAgeDis_02"
"3798","SLC25A5","HuAgeDis_01"
"3799","EIF4EBP2","HuAgeDis_02"
"3800","CHST12","HuAgeDis_03"
"3801","EFHA2","HuAgeDis_00"
"3802","TFAM","HuAgeDis_00"
"3803","PBX4","HuAgeDis_00"
"3804","PAQR4","HuAgeDis_00"
"3805","CGN","HuAgeDis_03"
"3806","MESDC1","HuAgeDis_08"
"3807","DNAJC12","HuAgeDis_00"
"3808","PAM","HuAgeDis_01"
"3809","LAMC1","HuAgeDis_02"
"3810","TIMM44","HuAgeDis_04"
"3811","CPNE8","HuAgeDis_00"
"3812","GK","HuAgeDis_00"
"3813","TGFBRAP1","HuAgeDis_00"
"3814","LMCD1","HuAgeDis_00"
"3815","YTHDF1","HuAgeDis_00"
"3816","TCF7L2","HuAgeDis_00"
"3817","MXRA7","HuAgeDis_01"
"3818","ST3GAL6","HuAgeDis_00"
"3819","CSMD1","HuAgeDis_01"
"3820","ITM2B","HuAgeDis_00"
"3821","DDAH1","HuAgeDis_01"
"3822","ABTB1","HuAgeDis_04"
"3823","CNOT8","HuAgeDis_02"
"3824","NOC3L","HuAgeDis_00"
"3825","TAF1","HuAgeDis_00"
"3826","FYN","HuAgeDis_05"
"3827","TBC1D22B","HuAgeDis_04"
"3828","MYO6","HuAgeDis_00"
"3829","PYGB","HuAgeDis_00"
"3830","SLC10A3","HuAgeDis_00"
"3831","CD83","HuAgeDis_01"
"3832","MLF1","HuAgeDis_00"
"3833","PTPRM","HuAgeDis_01"
"3834","RBM12","HuAgeDis_01"
"3835","DNASE1L2","HuAgeDis_04"
"3836","STEAP1","HuAgeDis_00"
"3837","STK17A","HuAgeDis_00"
"3838","S100A16","HuAgeDis_00"
"3839","SPCS1","HuAgeDis_01"
"3840","MATK","HuAgeDis_04"
"3841","CYP2U1","HuAgeDis_02"
"3842","SLC4A1","HuAgeDis_00"
"3843","C9orf46","HuAgeDis_01"
"3844","PEX13","HuAgeDis_00"
"3845","FBXO10","HuAgeDis_00"
"3846","RPL23","HuAgeDis_00"
"3847","ADCK2","HuAgeDis_06"
"3848","PPP1R10","HuAgeDis_03"
"3849","GAB2","HuAgeDis_00"
"3850","GCDH","HuAgeDis_00"
"3851","POGZ","HuAgeDis_03"
"3852","CSTF2T","HuAgeDis_01"
"3853","WASF1","HuAgeDis_01"
"3854","BBS10","HuAgeDis_00"
"3855","SBDS","HuAgeDis_01"
"3856","LPGAT1","HuAgeDis_01"
"3857","MYH3","HuAgeDis_00"
"3858","ZNF544","HuAgeDis_01"
"3859","C18orf10","HuAgeDis_01"
"3860","GPS2","HuAgeDis_04"
"3861","USP13","HuAgeDis_01"
"3862","DHX32","HuAgeDis_02"
"3863","NR3C1","HuAgeDis_01"
"3864","PTP4A2","HuAgeDis_00"
"3865","ABCA5","HuAgeDis_00"
"3866","PIGP","HuAgeDis_00"
"3867","PUS7","HuAgeDis_00"
"3868","RRM1","HuAgeDis_00"
"3869","TOR1B","HuAgeDis_00"
"3870","MYADM","HuAgeDis_00"
"3871","IGF2R","HuAgeDis_02"
"3872","STARD3","HuAgeDis_05"
"3873","PCNT","HuAgeDis_00"
"3874","ZNF681","HuAgeDis_00"
"3875","ATP11A","HuAgeDis_00"
"3876","NT5DC1","HuAgeDis_00"
"3877","NAGPA","HuAgeDis_00"
"3878","HYOU1","HuAgeDis_00"
"3879","TMEM141","HuAgeDis_01"
"3880","DCTN2","HuAgeDis_01"
"3881","C16orf45","HuAgeDis_00"
"3882","MRPL28","HuAgeDis_01"
"3883","SEMA6D","HuAgeDis_00"
"3884","SARS","HuAgeDis_06"
"3885","PKM2","HuAgeDis_00"
"3886","RPS2","HuAgeDis_00"
"3887","PGRMC1","HuAgeDis_01"
"3888","PIAS2","HuAgeDis_01"
"3889","GAA","HuAgeDis_00"
"3890","SETX","HuAgeDis_00"
"3891","C1orf56","HuAgeDis_00"
"3892","ZNF641","HuAgeDis_00"
"3893","SH3GL1","HuAgeDis_04"
"3894","CLCN2","HuAgeDis_02"
"3895","MOCS1","HuAgeDis_03"
"3896","NDUFB1","HuAgeDis_01"
"3897","CABP5","HuAgeDis_00"
"3898","GYS1","HuAgeDis_00"
"3899","USH1C","HuAgeDis_00"
"3900","C19orf43","HuAgeDis_04"
"3901","ME2","HuAgeDis_01"
"3902","EAF1","HuAgeDis_01"
"3903","TTLL5","HuAgeDis_00"
"3904","GHSR","HuAgeDis_00"
"3905","RWDD3","HuAgeDis_00"
"3906","ARSA","HuAgeDis_00"
"3907","PROSC","HuAgeDis_01"
"3908","SP1","HuAgeDis_02"
"3909","METTL2B","HuAgeDis_01"
"3910","OBFC2A","HuAgeDis_00"
"3911","VEGFB","HuAgeDis_03"
"3912","BACH2","HuAgeDis_00"
"3913","TRIP11","HuAgeDis_02"
"3914","GP1BB","HuAgeDis_01"
"3915","UBE2V1","HuAgeDis_01"
"3916","YTHDF2","HuAgeDis_08"
"3917","PRPF40A","HuAgeDis_00"
"3918","SAC3D1","HuAgeDis_04"
"3919","SPEG","HuAgeDis_01"
"3920","PDCD2","HuAgeDis_00"
"3921","ZC3H6","HuAgeDis_00"
"3922","ARHGAP22","HuAgeDis_00"
"3923","NDUFA13","HuAgeDis_01"
"3924","MNT","HuAgeDis_00"
"3925","PIGX","HuAgeDis_01"
"3926","CCNL1","HuAgeDis_00"
"3927","NIPBL","HuAgeDis_00"
"3928","BTBD10","HuAgeDis_01"
"3929","PPP1R12A","HuAgeDis_01"
"3930","ACADSB","HuAgeDis_01"
"3931","OXCT2","HuAgeDis_00"
"3932","ASNS","HuAgeDis_06"
"3933","YPEL4","HuAgeDis_01"
"3934","CTNS","HuAgeDis_05"
"3935","RGPD5","HuAgeDis_00"
"3936","ADK","HuAgeDis_01"
"3937","FBXO22","HuAgeDis_00"
"3938","CTNNBIP1","HuAgeDis_01"
"3939","CYP27A1","HuAgeDis_02"
"3940","SAMD11","HuAgeDis_00"
"3941","NOVA1","HuAgeDis_01"
"3942","OAT","HuAgeDis_01"
"3943","TTLL7","HuAgeDis_00"
"3944","C6orf70","HuAgeDis_00"
"3945","TXNL1","HuAgeDis_00"
"3946","PEA15","HuAgeDis_00"
"3947","CYP2R1","HuAgeDis_00"
"3948","LYPLA1","HuAgeDis_00"
"3949","UBE2E3","HuAgeDis_01"
"3950","FARP1","HuAgeDis_01"
"3951","ATP5J2","HuAgeDis_01"
"3952","GOSR2","HuAgeDis_00"
"3953","ODZ2","HuAgeDis_00"
"3954","TEP1","HuAgeDis_05"
"3955","CCNK","HuAgeDis_00"
"3956","ERP29","HuAgeDis_01"
"3957","RPS6KB1","HuAgeDis_03"
"3958","SLC7A14","HuAgeDis_01"
"3959","ZBTB40","HuAgeDis_03"
"3960","GNA11","HuAgeDis_00"
"3961","RCBTB1","HuAgeDis_02"
"3962","PDCD10","HuAgeDis_01"
"3963","NCF1","HuAgeDis_00"
"3964","DNASE1L1","HuAgeDis_00"
"3965","PITRM1","HuAgeDis_01"
"3966","MSI2","HuAgeDis_00"
"3967","ZBTB34","HuAgeDis_03"
"3968","POU6F1","HuAgeDis_04"
"3969","IPPK","HuAgeDis_00"
"3970","C14orf109","HuAgeDis_01"
"3971","TSGA10","HuAgeDis_00"
"3972","BCL7A","HuAgeDis_04"
"3973","SLC9A8","HuAgeDis_00"
"3974","CSPP1","HuAgeDis_00"
"3975","TNRC6B","HuAgeDis_00"
"3976","ZNF134","HuAgeDis_00"
"3977","GCSH","HuAgeDis_01"
"3978","C11orf67","HuAgeDis_02"
"3979","SETD7","HuAgeDis_00"
"3980","IGF1R","HuAgeDis_00"
"3981","DUSP16","HuAgeDis_00"
"3982","SGCB","HuAgeDis_03"
"3983","ECHDC2","HuAgeDis_00"
"3984","SUZ12","HuAgeDis_00"
"3985","MLLT4","HuAgeDis_01"
"3986","IMMP1L","HuAgeDis_01"
"3987","MUTED","HuAgeDis_02"
"3988","CRLS1","HuAgeDis_01"
"3989","DPF2","HuAgeDis_00"
"3990","TPD52","HuAgeDis_01"
"3991","PPFIA1","HuAgeDis_02"
"3992","LZTS2","HuAgeDis_03"
"3993","PPIF","HuAgeDis_00"
"3994","ZC3H11A","HuAgeDis_03"
"3995","IL1B","HuAgeDis_00"
"3996","PIP5K1A","HuAgeDis_00"
"3997","PTS","HuAgeDis_01"
"3998","EAF2","HuAgeDis_00"
"3999","TM2D3","HuAgeDis_01"
"4000","MAP3K11","HuAgeDis_10"
"4001","CBLL1","HuAgeDis_04"
"4002","THAP8","HuAgeDis_04"
"4003","FIBP","HuAgeDis_01"
"4004","C6orf89","HuAgeDis_00"
"4005","CCL3","HuAgeDis_00"
"4006","PAK2","HuAgeDis_03"
"4007","ACSL3","HuAgeDis_01"
"4008","TAF6","HuAgeDis_08"
"4009","USP45","HuAgeDis_00"
"4010","STOML1","HuAgeDis_01"
"4011","BCL6B","HuAgeDis_00"
"4012","TSC2","HuAgeDis_04"
"4013","TUFT1","HuAgeDis_00"
"4014","PRR3","HuAgeDis_10"
"4015","ME1","HuAgeDis_00"
"4016","CHMP6","HuAgeDis_00"
"4017","ATXN1","HuAgeDis_01"
"4018","HDAC1","HuAgeDis_02"
"4019","CDKL2","HuAgeDis_01"
"4020","FBXO33","HuAgeDis_04"
"4021","PTMA","HuAgeDis_00"
"4022","PSIP1","HuAgeDis_01"
"4023","ZNF284","HuAgeDis_00"
"4024","SHFM1","HuAgeDis_00"
"4025","SFXN3","HuAgeDis_04"
"4026","RPL14","HuAgeDis_00"
"4027","SNX6","HuAgeDis_00"
"4028","RNF122","HuAgeDis_00"
"4029","ARID5B","HuAgeDis_00"
"4030","ITGA7","HuAgeDis_05"
"4031","TAF1C","HuAgeDis_03"
"4032","DTX3L","HuAgeDis_00"
"4033","MSRA","HuAgeDis_01"
"4034","ZDHHC9","HuAgeDis_00"
"4035","ZNF419","HuAgeDis_00"
"4036","RIC3","HuAgeDis_01"
"4037","BTBD9","HuAgeDis_00"
"4038","PPP2CA","HuAgeDis_01"
"4039","MADD","HuAgeDis_06"
"4040","TMEM106C","HuAgeDis_03"
"4041","C9orf142","HuAgeDis_04"
"4042","SCRIB","HuAgeDis_05"
"4043","SLC19A2","HuAgeDis_00"
"4044","OSBPL1A","HuAgeDis_01"
"4045","RAP1GDS1","HuAgeDis_01"
"4046","ZHX1","HuAgeDis_03"
"4047","ATP2A3","HuAgeDis_00"
"4048","TRIM32","HuAgeDis_09"
"4049","VWA1","HuAgeDis_00"
"4050","CWF19L2","HuAgeDis_02"
"4051","PLD3","HuAgeDis_09"
"4052","CREG1","HuAgeDis_00"
"4053","NDUFV3","HuAgeDis_06"
"4054","APC2","HuAgeDis_00"
"4055","H2AFZ","HuAgeDis_00"
"4056","C11orf9","HuAgeDis_00"
"4057","NAP1L1","HuAgeDis_00"
"4058","TERT","HuAgeDis_00"
"4059","RAD51C","HuAgeDis_01"
"4060","KIN","HuAgeDis_00"
"4061","MCM2","HuAgeDis_00"
"4062","SLC25A26","HuAgeDis_00"
"4063","PRODH","HuAgeDis_00"
"4064","GKAP1","HuAgeDis_10"
"4065","CRELD2","HuAgeDis_01"
"4066","RPP40","HuAgeDis_01"
"4067","RPS25","HuAgeDis_00"
"4068","KLHL2","HuAgeDis_03"
"4069","SIGLEC8","HuAgeDis_00"
"4070","VDAC3","HuAgeDis_01"
"4071","TTC5","HuAgeDis_00"
"4072","TAGLN2","HuAgeDis_02"
"4073","HPS3","HuAgeDis_05"
"4074","NR1D1","HuAgeDis_04"
"4075","RPL27A","HuAgeDis_00"
"4076","C7orf23","HuAgeDis_00"
"4077","C9orf16","HuAgeDis_04"
"4078","MRP63","HuAgeDis_01"
"4079","ANKRA2","HuAgeDis_00"
"4080","RNPS1","HuAgeDis_00"
"4081","TCEA1","HuAgeDis_00"
"4082","BLOC1S1","HuAgeDis_04"
"4083","SH3BP5L","HuAgeDis_04"
"4084","MRPS7","HuAgeDis_01"
"4085","ENO1","HuAgeDis_00"
"4086","HLA-F","HuAgeDis_00"
"4087","GBA","HuAgeDis_01"
"4088","MARCH8","HuAgeDis_00"
"4089","KBTBD7","HuAgeDis_01"
"4090","INVS","HuAgeDis_00"
"4091","CMTM1","HuAgeDis_03"
"4092","DAXX","HuAgeDis_04"
"4093","YLPM1","HuAgeDis_01"
"4094","DOPEY1","HuAgeDis_01"
"4095","PLXND1","HuAgeDis_00"
"4096","PLEKHA6","HuAgeDis_04"
"4097","MUS81","HuAgeDis_00"
"4098","TRAPPC3","HuAgeDis_00"
"4099","SERGEF","HuAgeDis_04"
"4100","MAP3K2","HuAgeDis_00"
"4101","SLC11A2","HuAgeDis_00"
"4102","CCT6A","HuAgeDis_01"
"4103","DVL2","HuAgeDis_03"
"4104","RASGEF1A","HuAgeDis_06"
"4105","PLEKHA5","HuAgeDis_00"
"4106","TNRC6A","HuAgeDis_00"
"4107","GPR12","HuAgeDis_00"
"4108","CRYGD","HuAgeDis_01"
"4109","CHMP2B","HuAgeDis_01"
"4110","C14orf2","HuAgeDis_01"
"4111","UBE2H","HuAgeDis_00"
"4112","B3GALT6","HuAgeDis_01"
"4113","ZCCHC9","HuAgeDis_00"
"4114","PIP5K1B","HuAgeDis_00"
"4115","PTOV1","HuAgeDis_03"
"4116","HSDL1","HuAgeDis_00"
"4117","SUMF1","HuAgeDis_00"
"4118","DGKD","HuAgeDis_03"
"4119","BZW2","HuAgeDis_01"
"4120","CFL2","HuAgeDis_00"
"4121","BHLHB9","HuAgeDis_06"
"4122","BLCAP","HuAgeDis_01"
"4123","DNASE2","HuAgeDis_00"
"4124","HS6ST3","HuAgeDis_00"
"4125","PAK1IP1","HuAgeDis_06"
"4126","TUSC2","HuAgeDis_01"
"4127","CRYL1","HuAgeDis_00"
"4128","CLTC","HuAgeDis_01"
"4129","POLR3H","HuAgeDis_09"
"4130","CLEC11A","HuAgeDis_04"
"4131","SLCO3A1","HuAgeDis_00"
"4132","TANC1","HuAgeDis_02"
"4133","TARDBP","HuAgeDis_00"
"4134","CTH","HuAgeDis_00"
"4135","AMOTL2","HuAgeDis_02"
"4136","NFATC3","HuAgeDis_00"
"4137","CRYZL1","HuAgeDis_02"
"4138","THOC4","HuAgeDis_09"
"4139","WSB1","HuAgeDis_00"
"4140","FJX1","HuAgeDis_00"
"4141","MRPL4","HuAgeDis_08"
"4142","UBE2J1","HuAgeDis_00"
"4143","PIGY","HuAgeDis_00"
"4144","IMP4","HuAgeDis_01"
"4145","ADAMTSL1","HuAgeDis_00"
"4146","ITSN1","HuAgeDis_00"
"4147","MRPL37","HuAgeDis_01"
"4148","SNRPE","HuAgeDis_00"
"4149","BCAR1","HuAgeDis_03"
"4150","ASAH1","HuAgeDis_00"
"4151","ARHGEF3","HuAgeDis_08"
"4152","FGFR1OP2","HuAgeDis_00"
"4153","FAM89B","HuAgeDis_04"
"4154","C3orf32","HuAgeDis_00"
"4155","NMT2","HuAgeDis_01"
"4156","EBP","HuAgeDis_01"
"4157","ICK","HuAgeDis_00"
"4158","FBXO38","HuAgeDis_00"
"4159","NDUFA1","HuAgeDis_00"
"4160","DDHD2","HuAgeDis_01"
"4161","FAM69B","HuAgeDis_01"
"4162","GFER","HuAgeDis_04"
"4163","ZCCHC4","HuAgeDis_00"
"4164","PIK3R1","HuAgeDis_00"
"4165","C20orf132","HuAgeDis_01"
"4166","R3HCC1","HuAgeDis_01"
"4167","LATS2","HuAgeDis_00"
"4168","LARP4","HuAgeDis_00"
"4169","PAPOLA","HuAgeDis_00"
"4170","EXOC6","HuAgeDis_01"
"4171","NFE2L1","HuAgeDis_00"
"4172","BOLA3","HuAgeDis_01"
"4173","ATP6V1H","HuAgeDis_01"
"4174","WNT10B","HuAgeDis_01"
"4175","MXD4","HuAgeDis_00"
"4176","C1orf114","HuAgeDis_00"
"4177","CLCN3","HuAgeDis_00"
"4178","KCTD3","HuAgeDis_00"
"4179","GDPD5","HuAgeDis_04"
"4180","KCNQ2","HuAgeDis_00"
"4181","CNIH4","HuAgeDis_03"
"4182","GSTA4","HuAgeDis_01"
"4183","TTC9C","HuAgeDis_09"
"4184","ACVR2B","HuAgeDis_03"
"4185","GOT2","HuAgeDis_01"
"4186","XK","HuAgeDis_01"
"4187","HAGH","HuAgeDis_01"
"4188","RNF43","HuAgeDis_00"
"4189","C15orf27","HuAgeDis_00"
"4190","ZBTB41","HuAgeDis_00"
"4191","FAM98A","HuAgeDis_01"
"4192","NUDT14","HuAgeDis_00"
"4193","TOMM40","HuAgeDis_06"
"4194","ZNF302","HuAgeDis_00"
"4195","PSMD12","HuAgeDis_01"
