"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"587","regulation of spindle organization (GO:0090224)","1/19",0.13084090260554,0.259314617828414,0.161973228996021,0.331371376808498,-1.43313877504163,2.91467920073252,"PARP3"
"588","regulation of amyloid-beta formation (GO:1902003)","1/19",0.13084090260554,0.259314617828414,0.161973228996021,0.331371376808498,-1.42433269346102,2.89676962821244,"APOE"
"589","protein dephosphorylation (GO:0006470)","3/126",0.0659693761333859,0.226419271353951,0.104920991844141,0.299516826802904,-1.06363055723089,2.89154842569289,"PTPRC;EYA4;PTPN6"
"590","sterol transport (GO:0015918)","1/22",0.149884246435955,0.274484068321163,0.183911170649004,0.344119504087034,-1.51890889060373,2.88272499152807,"NPC2"
"591","positive regulation of T cell proliferation (GO:0042102)","2/62",0.0762493569959926,0.226419271353951,0.108806047091426,0.299516826802904,-1.11835035540996,2.87835008528002,"CD86;PTPRC"
"592","positive regulation of cation transmembrane transport (GO:1904064)","1/18",0.124399441185253,0.255071949286892,0.154531337317106,0.324974278302117,-1.37725435343674,2.87055284056758,"CTSS"
"593","DNA ligation (GO:0006266)","1/19",0.13084090260554,0.259314617828414,0.161973228996021,0.331371376808498,-1.40844592622135,2.86445954711858,"PARP3"
"594","positive regulation of collagen biosynthetic process (GO:0032967)","1/16",0.111373937449823,0.249452778117168,0.139450285734049,0.318253019525624,-1.30489798189342,2.86407090759807,"VIM"
"595","regulation of viral release from host cell (GO:1902186)","1/26",0.174632202987879,0.291861032732862,0.212277762104987,0.361802975016279,-1.63126321842657,2.84667374735475,"TRIM25"
"596","negative regulation of protein import into nucleus (GO:0042308)","1/23",0.156139477989418,0.278737882929258,0.191096434798299,0.348367933331242,-1.5223301194766,2.82697552877938,"APOD"
"597","regulation of cytokine production involved in inflammatory response (GO:1900015)","1/23",0.156139477989418,0.278737882929258,0.191096434798299,0.348367933331242,-1.51751528082291,2.81803434652537,"APOD"
"598","oligosaccharide metabolic process (GO:0009311)","2/64",0.0805335646781179,0.226419271353951,0.114494754984611,0.299516826802904,-1.115413656326,2.80981760414855,"MAN2B1;B3GALT5"
"599","cortical actin cytoskeleton organization (GO:0030866)","1/22",0.149884246435955,0.274484068321163,0.183911170649004,0.344119504087034,-1.4746885049291,2.79879947650353,"PLEK"
"600","response to reactive oxygen species (GO:0000302)","2/61",0.0741355995191282,0.226419271353951,0.105991154118589,0.299516826802904,-1.07292898811052,2.79161041261152,"APOD;APOE"
"601","positive regulation of NF-kappaB transcription factor activity (GO:0051092)","3/129",0.0697425544938557,0.226419271353951,0.110429424321692,0.299516826802904,-1.04649408201311,2.78675577466066,"EIF2AK2;TRIM14;TRIM25"
"602","negative regulation of epithelial cell proliferation (GO:0050680)","2/67",0.0870958370186765,0.228892358546669,0.123166858161006,0.305814620321788,-1.13974929613591,2.78183875402358,"STAT1;APOE"
"603","purine-containing compound biosynthetic process (GO:0072522)","1/23",0.156139477989418,0.278737882929258,0.191096434798299,0.348367933331242,-1.49737842537281,2.78064009356033,"MTHFD1L"
"604","positive regulation of protein autophosphorylation (GO:0031954)","1/23",0.156139477989418,0.278737882929258,0.191096434798299,0.348367933331242,-1.49386003163349,2.77410641674845,"GPNMB"
"605","mesoderm development (GO:0007498)","1/22",0.149884246435955,0.274484068321163,0.183911170649004,0.344119504087034,-1.45955710724414,2.77008171829366,"IKZF1"
"606","positive regulation of erythrocyte differentiation (GO:0045648)","1/23",0.156139477989418,0.278737882929258,0.191096434798299,0.348367933331242,-1.48672918667605,2.76086439786155,"STAT1"
"607","regulation of cholesterol transport (GO:0032374)","1/21",0.143582964884948,0.270762868053775,0.176662584834844,0.338978367398068,-1.42248911754103,2.76082699135225,"APOE"
"608","wound healing, spreading of cells (GO:0044319)","1/21",0.143582964884948,0.270762868053775,0.176662584834844,0.338978367398068,-1.4209665908415,2.75787200719435,"MMP12"
"609","glycerophospholipid metabolic process (GO:0006650)","2/65",0.0827032408278411,0.226419271353951,0.117367460023972,0.300910190061461,-1.0984750136869,2.73794511592251,"PLEK;IP6K3"
"610","positive regulation of interleukin-2 production (GO:0032743)","1/21",0.143582964884948,0.270762868053775,0.176662584834844,0.338978367398068,-1.40169564265974,2.72047013660491,"CD86"
"611","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240)","1/24",0.162348993759664,0.283522518087529,0.198218926117165,0.354909072765503,-1.48630500217122,2.70211286601068,"EYA4"
"612","negative regulation of signal transduction in absence of ligand (GO:1901099)","1/24",0.162348993759664,0.283522518087529,0.198218926117165,0.354909072765503,-1.47094224329405,2.67418326316417,"EYA4"
"613","regulation of membrane protein ectodomain proteolysis (GO:0051043)","1/23",0.156139477989418,0.278737882929258,0.191096434798299,0.348367933331242,-1.43883992939573,2.6719337797973,"APOE"
"614","regulation of interleukin-10 production (GO:0032653)","1/26",0.174632202987879,0.291861032732862,0.212277762104987,0.361802975016279,-1.52846417180899,2.66728188468429,"FCGR2B"
"615","vacuolar acidification (GO:0007035)","1/21",0.143582964884948,0.270762868053775,0.176662584834844,0.338978367398068,-1.37192125524923,2.66268274730241,"SLC11A1"
"616","negative regulation of cell cycle G1/S phase transition (GO:1902807)","1/23",0.156139477989418,0.278737882929258,0.191096434798299,0.348367933331242,-1.43063630733557,2.65669960784293,"GPNMB"
"617","glutathione derivative metabolic process (GO:1901685)","1/23",0.156139477989418,0.278737882929258,0.191096434798299,0.348367933331242,-1.42775702795142,2.65135276995581,"HPGDS"
"618","regulation of osteoblast differentiation (GO:0045667)","2/70",0.0938122739814389,0.234045114177296,0.131993020244181,0.314953642364827,-1.11354132168569,2.63515052714822,"IFITM1;TMEM119"
"619","negative regulation of protein transport (GO:0051224)","1/19",0.13084090260554,0.259314617828414,0.161973228996021,0.331371376808498,-1.28572717748155,2.61487744751944,"RSAD2"
"620","cellular protein catabolic process (GO:0044257)","2/63",0.0783821418253342,0.226419271353951,0.111640767051517,0.299516826802904,-1.01931062594134,2.59532708754618,"CTSZ;CTSS"
"621","positive regulation of vascular endothelial growth factor production (GO:0010575)","1/25",0.168513125605634,0.288025980645091,0.205279188742858,0.358494815123396,-1.45243584611704,2.58641298400673,"C3"
"622","triglyceride catabolic process (GO:0019433)","1/23",0.156139477989418,0.278737882929258,0.191096434798299,0.348367933331242,-1.38923432752678,2.57981590025216,"APOE"
"623","acylglycerol homeostasis (GO:0055090)","1/23",0.156139477989418,0.278737882929258,0.191096434798299,0.348367933331242,-1.38113938779834,2.56478355199439,"APOE"
"624","positive regulation of cytosolic calcium ion concentration (GO:0007204)","3/134",0.0762430433716521,0.226419271353951,0.119851868935804,0.304686713222877,-0.996036194876323,2.56362694514439,"CD52;BDKRB2;C3AR1"
"625","positive regulation of glucose transport (GO:0010828)","1/26",0.174632202987879,0.291861032732862,0.212277762104987,0.361802975016279,-1.46069497416388,2.54901967314389,"C3"
"626","Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096)","3/134",0.0762430433716521,0.226419271353951,0.119851868935804,0.304686713222877,-0.989420242831897,2.54659861523417,"FCGR2A;PLCG2;FCGR2B"
"627","drug catabolic process (GO:0042737)","1/25",0.168513125605634,0.288025980645091,0.205279188742858,0.358494815123396,-1.42961937543292,2.54578274468539,"CYP2E1"
"628","exogenous drug catabolic process (GO:0042738)","1/24",0.162348993759664,0.283522518087529,0.198218926117165,0.354909072765503,-1.39896064127319,2.54332020837226,"CYP2E1"
"629","negative regulation of inflammatory response (GO:0050728)","2/79",0.114790481657579,0.255071949286892,0.159260731230689,0.331371376808498,-1.17070417504506,2.53416094197688,"APOD;APOE"
"630","long-chain fatty acid transport (GO:0015909)","1/26",0.174632202987879,0.291861032732862,0.212277762104987,0.361802975016279,-1.45035375141808,2.53097348233087,"APOE"
"631","regulation of actin filament bundle assembly (GO:0032231)","1/25",0.168513125605634,0.288025980645091,0.205279188742858,0.358494815123396,-1.42072528685263,2.52994467084106,"PLEK"
"632","regulation of neuronal synaptic plasticity (GO:0048168)","1/25",0.168513125605634,0.288025980645091,0.205279188742858,0.358494815123396,-1.42026167457724,2.52911909715956,"APOE"
"633","positive regulation of protein targeting to membrane (GO:0090314)","1/23",0.156139477989418,0.278737882929258,0.191096434798299,0.348367933331242,-1.36083353410358,2.52707546834575,"ITGAM"
"634","modification-dependent protein catabolic process (GO:0019941)","3/142",0.0871753439169441,0.228892358546669,0.135517807705493,0.318253019525624,-1.03356280397737,2.52172140289196,"UBA7;TRIM25;ISG15"
"635","negative regulation of wound healing (GO:0061045)","1/26",0.174632202987879,0.291861032732862,0.212277762104987,0.361802975016279,-1.43586777494834,2.50569439281582,"APOE"
"636","positive regulation of proteolysis involved in cellular protein catabolic process (GO:1903052)","1/23",0.156139477989418,0.278737882929258,0.191096434798299,0.348367933331242,-1.34787409675765,2.50300972086104,"PYHIN1"
"637","positive regulation of cell projection organization (GO:0031346)","2/64",0.0805335646781179,0.226419271353951,0.114494754984611,0.299516826802904,-0.98873046520812,2.49069235538191,"APOE;PROM2"
"638","regulation of T cell migration (GO:2000404)","1/18",0.124399441185253,0.255071949286892,0.154531337317106,0.324974278302117,-1.19232812946797,2.48511895452876,"APOD"
"639","glucose metabolic process (GO:0006006)","2/65",0.0827032408278411,0.226419271353951,0.117367460023972,0.300910190061461,-0.992756100238367,2.47444109522975,"OAS1;APOD"
"640","positive regulation of ion transmembrane transporter activity (GO:0032414)","1/24",0.162348993759664,0.283522518087529,0.198218926117165,0.354909072765503,-1.35899721134518,2.47066641388147,"CTSS"
"641","positive regulation of B cell proliferation (GO:0030890)","1/31",0.204563137916153,0.318473619107188,0.246363848042356,0.388571252475181,-1.54970786187905,2.45919825510584,"PTPRC"
"642","positive regulation of lymphocyte proliferation (GO:0050671)","2/72",0.0983707002174859,0.237548484493127,0.137955869600471,0.318253019525624,-1.05907104749287,2.45599876588538,"CD86;PTPRC"
"643","positive regulation of immune effector process (GO:0002699)","1/25",0.168513125605634,0.288025980645091,0.205279188742858,0.358494815123396,-1.37864372330886,2.45500827855365,"DDX60"
"644","positive regulation of purine nucleotide biosynthetic process (GO:1900373)","1/25",0.168513125605634,0.288025980645091,0.205279188742858,0.358494815123396,-1.37063596965023,2.44074853820727,"APOE"
"645","transition metal ion homeostasis (GO:0055076)","1/25",0.168513125605634,0.288025980645091,0.205279188742858,0.358494815123396,-1.3683752816246,2.43672283691526,"SLC11A1"
"646","positive regulation of MAPK cascade (GO:0043410)","5/290",0.063201030373478,0.226419271353951,0.118693394260557,0.303020212042312,-0.879853974022431,2.42965927243643,"CCL8;GPNMB;EIF2AK2;TREM2;PIK3CG"
"647","cellular protein metabolic process (GO:0044267)","7/485",0.0672651432621339,0.226419271353951,0.142798174982763,0.323882588850787,-0.895870261737408,2.41805516583301,"C3;C4A;CSF1;UBA7;PROS1;MAN2B1;APOE"
"648","B cell proliferation (GO:0042100)","1/30",0.198664473795557,0.3133386006854,0.239665790314909,0.381502347859267,-1.49461920936926,2.41551080800353,"PTPRC"
"649","organophosphate ester transport (GO:0015748)","1/26",0.174632202987879,0.291861032732862,0.212277762104987,0.361802975016279,-1.3781127404214,2.40490762909292,"NPC2"
"650","negative regulation of cellular amide metabolic process (GO:0034249)","2/76",0.107668860380971,0.249452778117168,0.150052871622261,0.324974278302117,-1.07695597559907,2.40020625758084,"EIF2AK2;APOE"
"651","signal peptide processing (GO:0006465)","1/26",0.174632202987879,0.291861032732862,0.212277762104987,0.361802975016279,-1.37524665166828,2.39990609438108,"PROS1"
"652","negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)","1/25",0.168513125605634,0.288025980645091,0.205279188742858,0.358494815123396,-1.34542899784132,2.39586143400343,"GPNMB"
"653","synaptic transmission, cholinergic (GO:0007271)","1/29",0.192722367150825,0.308817090979713,0.232908671735259,0.376718052940922,-1.45209132101083,2.39087509470025,"APOE"
"654","dendritic cell differentiation (GO:0097028)","1/22",0.149884246435955,0.274484068321163,0.183911170649004,0.344119504087034,-1.25586155023442,2.3834895556645,"TREM2"
"655","regulation of protein oligomerization (GO:0032459)","1/24",0.162348993759664,0.283522518087529,0.198218926117165,0.354909072765503,-1.31059806579642,2.38267642952415,"APOE"
"656","positive regulation of mRNA catabolic process (GO:0061014)","1/24",0.162348993759664,0.283522518087529,0.198218926117165,0.354909072765503,-1.31035168254507,2.38222850305384,"ZC3HAV1"
"657","negative regulation of cytoskeleton organization (GO:0051494)","1/25",0.168513125605634,0.288025980645091,0.205279188742858,0.358494815123396,-1.33198280841683,2.37191724465703,"PLEKHH2"
"658","regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:2000058)","1/26",0.174632202987879,0.291861032732862,0.212277762104987,0.361802975016279,-1.3570406231807,2.36813524173526,"PYHIN1"
"659","cellular response to amyloid-beta (GO:1904646)","1/24",0.162348993759664,0.283522518087529,0.198218926117165,0.354909072765503,-1.30197639398159,2.36700216999912,"FCGR2B"
"660","regulation of protein import into nucleus (GO:0042306)","1/26",0.174632202987879,0.291861032732862,0.212277762104987,0.361802975016279,-1.35559171726279,2.36560679482841,"APOD"
"661","peptidyl-glutamic acid modification (GO:0018200)","1/28",0.186736500202482,0.305315444700123,0.226091975676467,0.372696074815516,-1.40677349798454,2.36064575790094,"PROS1"
"662","prostaglandin metabolic process (GO:0006693)","1/26",0.174632202987879,0.291861032732862,0.212277762104987,0.361802975016279,-1.35047642285019,2.35668023156758,"HPGDS"
"663","glutathione derivative biosynthetic process (GO:1901687)","1/23",0.156139477989418,0.278737882929258,0.191096434798299,0.348367933331242,-1.26776378189711,2.35424441902794,"HPGDS"
"664","regulation of cell cycle G1/S phase transition (GO:1902806)","1/25",0.168513125605634,0.288025980645091,0.205279188742858,0.358494815123396,-1.31826810452239,2.34749490041427,"PTPN6"
"665","protein maturation (GO:0051604)","2/84",0.126915861053459,0.258770918053161,0.174828914333698,0.338978367398068,-1.1359769222942,2.34491869134943,"CTSS;KLK6"
"666","organelle fission (GO:0048285)","1/29",0.192722367150825,0.308817090979713,0.232908671735259,0.376718052940922,-1.42211644126216,2.34152131617355,"MX1"
"667","receptor clustering (GO:0043113)","1/25",0.168513125605634,0.288025980645091,0.205279188742858,0.358494815123396,-1.31030544927225,2.33331546868159,"ITGB2"
"668","negative regulation of defense response (GO:0031348)","2/81",0.119603805813817,0.255071949286892,0.165456890792475,0.333988378273799,-1.0923265977214,2.31963266685514,"IFI16;APOE"
"669","response to lipopolysaccharide (GO:0032496)","3/156",0.107778617295898,0.249452778117168,0.164486400084108,0.333988378273799,-1.04126285979071,2.31959627776965,"CD86;SLC11A1;IRGM"
"670","regulation of developmental growth (GO:0048638)","1/31",0.204563137916153,0.318473619107188,0.246363848042356,0.388571252475181,-1.4594388617504,2.31595230981047,"APOE"
"671","response to amyloid-beta (GO:1904645)","1/26",0.174632202987879,0.291861032732862,0.212277762104987,0.361802975016279,-1.32580458826188,2.31362607388887,"FCGR2B"
"672","substrate adhesion-dependent cell spreading (GO:0034446)","1/33",0.216231398047606,0.328988427585057,0.259584825350355,0.398979227738747,-1.51075125910148,2.31357378057729,"FERMT3"
"673","regulation of NIK/NF-kappaB signaling (GO:1901222)","1/29",0.192722367150825,0.308817090979713,0.232908671735259,0.376718052940922,-1.39671448271198,2.2996968736089,"EIF2AK2"
"674","regulation of MAP kinase activity (GO:0043405)","2/88",0.136824391663883,0.26501367382829,0.187452910635988,0.348367933331242,-1.15514288810164,2.29764503377593,"APOE;PIK3CG"
"675","superoxide metabolic process (GO:0006801)","1/30",0.198664473795557,0.3133386006854,0.239665790314909,0.381502347859267,-1.42038207854305,2.29553336442339,"CYBB"
"676","regulation of supramolecular fiber organization (GO:1902903)","1/27",0.180706552954127,0.301177588256878,0.219215181019421,0.369412552337532,-1.33466686056204,2.28345592984692,"APOE"
"677","regulation of protein targeting to membrane (GO:0090313)","1/28",0.186736500202482,0.305315444700123,0.226091975676467,0.372696074815516,-1.35560518355487,2.27478242270847,"ITGAM"
"678","positive regulation of ERBB signaling pathway (GO:1901186)","1/24",0.162348993759664,0.283522518087529,0.198218926117165,0.354909072765503,-1.24922405779817,2.27109805468961,"SHKBP1"
"679","negative regulation of cell-matrix adhesion (GO:0001953)","1/28",0.186736500202482,0.305315444700123,0.226091975676467,0.372696074815516,-1.35103944487832,2.26712085412338,"APOD"
"680","regulation of protein localization to nucleus (GO:1900180)","1/28",0.186736500202482,0.305315444700123,0.226091975676467,0.372696074815516,-1.35102894082676,2.26710322772881,"PYHIN1"
"681","negative regulation of protein binding (GO:0032091)","2/68",0.0893180103361019,0.228892358546669,0.126092489438045,0.31008459137315,-0.938523067497119,2.26705139281352,"CTSZ;IFIT2"
"682","regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)","1/28",0.186736500202482,0.305315444700123,0.226091975676467,0.372696074815516,-1.35023725601765,2.26577473569446,"EYA4"
"683","positive regulation of DNA metabolic process (GO:0051054)","2/83",0.124466644133355,0.255071949286892,0.171695092954885,0.337508298549162,-1.08476763829931,2.26034933042986,"PARP3;EYA4"
"684","C-terminal protein lipidation (GO:0006501)","2/76",0.107668860380971,0.249452778117168,0.150052871622261,0.324974278302117,-1.00946231019338,2.24978347176206,"CD52;IRGM"
"685","peptidyl-tyrosine dephosphorylation (GO:0035335)","1/26",0.174632202987879,0.291861032732862,0.212277762104987,0.361802975016279,-1.27957267542893,2.23294800117507,"PTPN6"
"686","monocarboxylic acid catabolic process (GO:0072329)","1/26",0.174632202987879,0.291861032732862,0.212277762104987,0.361802975016279,-1.27838681062511,2.23087858027057,"ASPG"
"687","positive regulation of monooxygenase activity (GO:0032770)","1/24",0.162348993759664,0.283522518087529,0.198218926117165,0.354909072765503,-1.22470225437626,2.22651724494509,"APOE"
"688","positive regulation of phosphatase activity (GO:0010922)","1/23",0.156139477989418,0.278737882929258,0.191096434798299,0.348367933331242,-1.1948488864164,2.21884105114454,"PLEK"
"689","regulation of cytosolic calcium ion concentration (GO:0051480)","3/138",0.0816291385219505,0.226419271353951,0.127597414147394,0.313146403355622,-0.877238619139055,2.19798188184323,"CD52;BDKRB2;C3AR1"
"690","tube closure (GO:0060606)","1/30",0.198664473795557,0.3133386006854,0.239665790314909,0.381502347859267,-1.35875610942825,2.19593729773473,"MTHFD1L"
"691","MyD88-independent toll-like receptor signaling pathway (GO:0002756)","1/31",0.204563137916153,0.318473619107188,0.246363848042356,0.388571252475181,-1.38379304331719,2.19591157873265,"IRF7"
"692","positive regulation of cellular process (GO:0048522)","7/520",0.0894761125069759,0.228892358546669,0.182069051167908,0.344119504087034,-0.909430685623709,2.19516886400842,"CD86;CSF1;MSN;PTPN6;FCGR2B;OSMR;CXCL16"
"693","regulation of endothelial cell proliferation (GO:0001936)","2/80",0.117190798527983,0.255071949286892,0.162353343295272,0.331586065543734,-1.02010843385743,2.18706343106662,"STAT1;APOE"
"694","transition metal ion transport (GO:0000041)","1/28",0.186736500202482,0.305315444700123,0.226091975676467,0.372696074815516,-1.30029533188325,2.18196935300975,"SLC11A1"
"695","oxoacid metabolic process (GO:0043436)","1/33",0.216231398047606,0.328988427585057,0.259584825350355,0.398979227738747,-1.42407665482524,2.18083975789332,"SULT1C2"
"696","cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)","3/143",0.0885863611588126,0.228892358546669,0.137524174395334,0.318253019525624,-0.898166932955464,2.17695668701098,"CD84;ITGAM;ITGB2"
"697","negative regulation of smooth muscle cell proliferation (GO:0048662)","1/28",0.186736500202482,0.305315444700123,0.226091975676467,0.372696074815516,-1.29649870166379,2.17559839205923,"APOD"
"698","triglyceride homeostasis (GO:0070328)","1/29",0.192722367150825,0.308817090979713,0.232908671735259,0.376718052940922,-1.31223896258726,2.16060753793444,"APOE"
"699","eosinophil chemotaxis (GO:0048245)","1/25",0.168513125605634,0.288025980645091,0.205279188742858,0.358494815123396,-1.21323896868701,2.16046514529644,"CCL8"
"700","regulation of vasculature development (GO:1901342)","1/29",0.192722367150825,0.308817090979713,0.232908671735259,0.376718052940922,-1.31003212560948,2.15697397061543,"GPNMB"
"701","negative regulation of cell death (GO:0060548)","2/82",0.12202919066013,0.255071949286892,0.168570947301417,0.333988378273799,-1.02373933970118,2.15343057741276,"GPNMB;APOE"
"702","positive regulation of lipid metabolic process (GO:0045834)","1/22",0.149884246435955,0.274484068321163,0.183911170649004,0.344119504087034,-1.13141094512641,2.14729575116774,"APOE"
"703","lysosome localization (GO:0032418)","1/30",0.198664473795557,0.3133386006854,0.239665790314909,0.381502347859267,-1.32505921405413,2.14147846670801,"PIK3CG"
"704","cellular response to ketone (GO:1901655)","1/29",0.192722367150825,0.308817090979713,0.232908671735259,0.376718052940922,-1.29700068291485,2.13551763978019,"MSN"
"705","eosinophil migration (GO:0072677)","1/25",0.168513125605634,0.288025980645091,0.205279188742858,0.358494815123396,-1.19599873387795,2.12976474136694,"CCL8"
"706","protein deubiquitination (GO:0016579)","4/258",0.122733891274555,0.255071949286892,0.199343455091769,0.356392972382168,-1.01402647907885,2.12716061357583,"IFIH1;DDX58;TRIM25;USP18"
"707","negative regulation of secretion by cell (GO:1903531)","1/31",0.204563137916153,0.318473619107188,0.246363848042356,0.388571252475181,-1.33007873996084,2.11067349977757,"RSAD2"
"708","negative regulation of myeloid leukocyte differentiation (GO:0002762)","1/28",0.186736500202482,0.305315444700123,0.226091975676467,0.372696074815516,-1.25448593364971,2.10509858328958,"C1QC"
"709","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)","2/76",0.107668860380971,0.249452778117168,0.150052871622261,0.324974278302117,-0.942932913753726,2.10150974724076,"CYBB;TAP1"
"710","negative regulation of neuron death (GO:1901215)","2/84",0.126915861053459,0.258770918053161,0.174828914333698,0.338978367398068,-1.01613567601773,2.09753868487819,"GPNMB;APOE"
"711","TRIF-dependent toll-like receptor signaling pathway (GO:0035666)","1/30",0.198664473795557,0.3133386006854,0.239665790314909,0.381502347859267,-1.29604032511464,2.09457993935724,"IRF7"
"712","positive regulation of calcium-mediated signaling (GO:0050850)","1/29",0.192722367150825,0.308817090979713,0.232908671735259,0.376718052940922,-1.27061999296584,2.09208171142811,"TREM2"
"713","RNA phosphodiester bond hydrolysis (GO:0090501)","1/29",0.192722367150825,0.308817090979713,0.232908671735259,0.376718052940922,-1.27022740648888,2.09143531597301,"RNASE4"
"714","positive regulation of cytokine secretion (GO:0050715)","2/74",0.102990477124029,0.245663395759892,0.143977095185659,0.323882588850787,-0.918488776277551,2.08783405914344,"IFIH1;DDX58"
"715","positive regulation of binding (GO:0051099)","2/82",0.12202919066013,0.255071949286892,0.168570947301417,0.333988378273799,-0.99114859270191,2.08487610421117,"PYHIN1;APOE"
"716","cyclic-nucleotide-mediated signaling (GO:0019935)","1/33",0.216231398047606,0.328988427585057,0.259584825350355,0.398979227738747,-1.36084355603128,2.08400420104502,"APOE"
"717","extracellular matrix disassembly (GO:0022617)","2/79",0.114790481657579,0.255071949286892,0.159260731230689,0.331371376808498,-0.954463475459813,2.06607622285167,"MMP12;CTSS"
"718","cortical cytoskeleton organization (GO:0030865)","1/30",0.198664473795557,0.3133386006854,0.239665790314909,0.381502347859267,-1.27040833128623,2.0531551016895,"PLEK"
"719","regulation of anatomical structure morphogenesis (GO:0022603)","2/83",0.124466644133355,0.255071949286892,0.171695092954885,0.337508298549162,-0.982430095116498,2.04710679899357,"GPNMB;STAT2"
"720","regulation of macrophage derived foam cell differentiation (GO:0010743)","1/30",0.198664473795557,0.3133386006854,0.239665790314909,0.381502347859267,-1.2555186658559,2.02909134849467,"CSF1"
"721","positive regulation of peptidyl-threonine phosphorylation (GO:0010800)","1/26",0.174632202987879,0.291861032732862,0.212277762104987,0.361802975016279,-1.16065100130041,2.025420973097,"IRGM"
"722","positive regulation of T cell activation (GO:0050870)","2/69",0.0915569434186675,0.228892358546669,0.129034713979627,0.314953642364827,-0.84413338897071,2.0181491832173,"CD86;PTPRC"
"723","lipid transport (GO:0006869)","2/92",0.146897691503732,0.274484068321163,0.20020027219413,0.356865869813501,-1.04893794468552,2.0118828140286,"NPC2;APOE"
"724","neural tube closure (GO:0001843)","1/34",0.222001618125074,0.331533802546983,0.266108756120014,0.402335070419845,-1.32256528229369,1.99055413391804,"MTHFD1L"
"725","secondary alcohol metabolic process (GO:1902652)","1/32",0.210418674931794,0.32423849525935,0.253003357123741,0.393887655470424,-1.27503989352611,1.98734863495233,"APOE"
"726","regulation of vascular endothelial growth factor production (GO:0010574)","1/28",0.186736500202482,0.305315444700123,0.226091975676467,0.372696074815516,-1.18278303419059,1.98477704916922,"C3"
"727","hydrogen ion transmembrane transport (GO:1902600)","1/29",0.192722367150825,0.308817090979713,0.232908671735259,0.376718052940922,-1.20494641297806,1.98394985739067,"COX8C"
"728","positive regulation of protein catabolic process (GO:0045732)","2/82",0.12202919066013,0.255071949286892,0.168570947301417,0.333988378273799,-0.942373966976701,1.98227892310725,"MSN;APOE"
"729","negative regulation of cysteine-type endopeptidase activity (GO:2000117)","2/73",0.100673092925439,0.242622153950308,0.140959427155793,0.321089054296277,-0.859051587466086,1.97227653690936,"IFI16;CST7"
"730","positive regulation of myeloid cell differentiation (GO:0045639)","1/30",0.198664473795557,0.3133386006854,0.239665790314909,0.381502347859267,-1.21984656029481,1.97144030534809,"STAT1"
"731","divalent metal ion transport (GO:0070838)","2/89",0.139327979457341,0.268624344393753,0.190629130099813,0.348367933331242,-0.998097548015843,1.96717497146972,"CCL8;SLC11A1"
"732","regulation of blood vessel diameter (GO:0097746)","1/28",0.186736500202482,0.305315444700123,0.226091975676467,0.372696074815516,-1.17182245731638,1.96638457920919,"BDKRB2"
"733","positive regulation of cation channel activity (GO:2001259)","1/31",0.204563137916153,0.318473619107188,0.246363848042356,0.388571252475181,-1.23411322955869,1.95838788418731,"CTSS"
"734","endodermal cell differentiation (GO:0035987)","1/33",0.216231398047606,0.328988427585057,0.259584825350355,0.398979227738747,-1.2784475821657,1.95782249931742,"ITGB2"
"735","bone development (GO:0060348)","1/35",0.227729643879156,0.334651488871198,0.272575648529491,0.405999575374582,-1.31771545141771,1.94968667718279,"PTPRC"
"736","positive regulation of gene expression (GO:0010628)","9/772",0.11600354903292,0.255071949286892,0.248780997634464,0.391359141187375,-0.903210630084263,1.94563717291869,"CD86;CSF1;DDX58;STAT1;PYHIN1;SLC11A1;IRF7;MSN;VIM"
"737","positive regulation of stress-activated MAPK cascade (GO:0032874)","2/81",0.119603805813817,0.255071949286892,0.165456890792475,0.333988378273799,-0.915463714887198,1.94405184566833,"EIF2AK2;FCGR2B"
"738","protein modification process (GO:0036211)","2/85",0.129376540056729,0.259314617828414,0.177972004414725,0.340406770348799,-0.950456896818765,1.94371116753655,"UBA7;MAN2B1"
"739","protein localization to chromosome (GO:0034502)","1/28",0.186736500202482,0.305315444700123,0.226091975676467,0.372696074815516,-1.1579993312963,1.94318858934517,"PARP3"
"740","positive regulation of interleukin-1 beta production (GO:0032731)","1/32",0.210418674931794,0.32423849525935,0.253003357123741,0.393887655470424,-1.24657018154266,1.94297414633039,"IFI16"
"741","proton transport (GO:0015992)","1/32",0.210418674931794,0.32423849525935,0.253003357123741,0.393887655470424,-1.2449323333097,1.94042130428477,"COX8C"
"742","regulation of vasoconstriction (GO:0019229)","1/30",0.198664473795557,0.3133386006854,0.239665790314909,0.381502347859267,-1.19896221503887,1.9376883226574,"BDKRB2"
"743","regulation of dendritic spine development (GO:0060998)","1/32",0.210418674931794,0.32423849525935,0.253003357123741,0.393887655470424,-1.23890453724948,1.93102604353029,"APOE"
"744","positive regulation of fibroblast proliferation (GO:0048146)","1/29",0.192722367150825,0.308817090979713,0.232908671735259,0.376718052940922,-1.16821539024122,1.92347205809961,"S100A6"
